season,tour,start_date,end_date,player,round,statistic,measure,value
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Scott Piercy,1,Eagles,rvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Scott Piercy,2,Eagles,rvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Scott Piercy,1,Birdies,rvalue,6
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Scott Piercy,2,Birdies,rvalue,6
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Scott Piercy,1,Pars,rvalue,9
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Scott Piercy,2,Pars,rvalue,4
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Scott Piercy,1,Bogeys,rvalue,3
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Scott Piercy,2,Bogeys,rvalue,1
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Scott Piercy,1,Doubles,rvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Scott Piercy,2,Doubles,rvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Scott Piercy,1,Other,rvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Scott Piercy,2,Other,rvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Scott Piercy,1,Scrambling,rvalue,0.25
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Scott Piercy,2,Scrambling,rvalue,0.5
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Scott Piercy,1,Penalties,rvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Scott Piercy,2,Penalties,rvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Scott Piercy,1,Driving Distance Avg,rvalue,322.5
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Scott Piercy,2,Driving Distance Avg,rvalue,276.1
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Scott Piercy,1,Fairways Hit,rvalue,0.9231
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Scott Piercy,2,Fairways Hit,rvalue,0.7778
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Scott Piercy,1,Fairway Opportunities,rvalue,13
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Scott Piercy,2,Fairway Opportunities,rvalue,9
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Scott Piercy,1,Longest Drive,rvalue,325
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Scott Piercy,2,Longest Drive,rvalue,292
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Scott Piercy,1,GIR,rvalue,0.7778
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Scott Piercy,2,GIR,rvalue,0.8182
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Scott Piercy,1,GIR Opportunities,rvalue,18
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Scott Piercy,2,GIR Opportunities,rvalue,11
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Scott Piercy,1,Sand Saves,rvalue,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Scott Piercy,2,Sand Saves,rvalue,0.5
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Scott Piercy,1,Sand Saves Opportunities,rvalue,2
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Scott Piercy,2,Sand Saves Opportunities,rvalue,2
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Scott Piercy,1,Average Putts - GIR,rvalue,1.571
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Scott Piercy,2,Average Putts - GIR,rvalue,1.333
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Scott Piercy,1,Total Putts - GIR,rvalue,22
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Scott Piercy,2,Total Putts - GIR,rvalue,12
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Scott Piercy,1,Putts Per Round,rvalue,28
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Scott Piercy,2,Putts Per Round,rvalue,24.55
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Scott Piercy,1,SG: Putting,rvalue,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Scott Piercy,2,SG: Putting,rvalue,4.421
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Scott Piercy,1,SG: Around-the-Green,rvalue,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Scott Piercy,2,SG: Around-the-Green,rvalue,-0.741
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Scott Piercy,1,SG: Approach-the-Green,rvalue,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Scott Piercy,2,SG: Approach-the-Green,rvalue,0.694
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Scott Piercy,1,SG: Off-the-Tee,rvalue,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Scott Piercy,2,SG: Off-the-Tee,rvalue,-0.597
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Scott Piercy,1,SG: Tee-to-Green,rvalue,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Scott Piercy,2,SG: Tee-to-Green,rvalue,-0.953
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Scott Piercy,1,SG: Total,rvalue,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Scott Piercy,2,SG: Total,rvalue,3.468
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chris Baker,1,Eagles,rvalue,1
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chris Baker,2,Eagles,rvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chris Baker,1,Birdies,rvalue,3
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chris Baker,2,Birdies,rvalue,6
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chris Baker,1,Pars,rvalue,11
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chris Baker,2,Pars,rvalue,4
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chris Baker,1,Bogeys,rvalue,3
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chris Baker,2,Bogeys,rvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chris Baker,1,Doubles,rvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chris Baker,2,Doubles,rvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chris Baker,1,Other,rvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chris Baker,2,Other,rvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chris Baker,1,Scrambling,rvalue,0.75
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chris Baker,2,Scrambling,rvalue,1
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chris Baker,1,Penalties,rvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chris Baker,2,Penalties,rvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chris Baker,1,Driving Distance Avg,rvalue,295.5
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chris Baker,2,Driving Distance Avg,rvalue,283.1
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chris Baker,1,Fairways Hit,rvalue,0.8462
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chris Baker,2,Fairways Hit,rvalue,0.8889
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chris Baker,1,Fairway Opportunities,rvalue,13
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chris Baker,2,Fairway Opportunities,rvalue,9
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chris Baker,1,Longest Drive,rvalue,299
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chris Baker,2,Longest Drive,rvalue,311
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chris Baker,1,GIR,rvalue,0.7778
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chris Baker,2,GIR,rvalue,0.8
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chris Baker,1,GIR Opportunities,rvalue,18
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chris Baker,2,GIR Opportunities,rvalue,10
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chris Baker,1,Sand Saves,rvalue,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chris Baker,2,Sand Saves,rvalue,1
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chris Baker,1,Sand Saves Opportunities,rvalue,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chris Baker,2,Sand Saves Opportunities,rvalue,1
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chris Baker,1,Average Putts - GIR,rvalue,1.857
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chris Baker,2,Average Putts - GIR,rvalue,1.25
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chris Baker,1,Total Putts - GIR,rvalue,26
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chris Baker,2,Total Putts - GIR,rvalue,10
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chris Baker,1,Putts Per Round,rvalue,31
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chris Baker,2,Putts Per Round,rvalue,21.6
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chris Baker,1,SG: Putting,rvalue,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chris Baker,2,SG: Putting,rvalue,2.655
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chris Baker,1,SG: Around-the-Green,rvalue,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chris Baker,2,SG: Around-the-Green,rvalue,-0.11
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chris Baker,1,SG: Approach-the-Green,rvalue,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chris Baker,2,SG: Approach-the-Green,rvalue,2.297
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chris Baker,1,SG: Off-the-Tee,rvalue,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chris Baker,2,SG: Off-the-Tee,rvalue,0.493
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chris Baker,1,SG: Tee-to-Green,rvalue,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chris Baker,2,SG: Tee-to-Green,rvalue,2.213
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chris Baker,1,SG: Total,rvalue,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chris Baker,2,SG: Total,rvalue,4.868
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Alex Noren,1,Eagles,rvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Alex Noren,2,Eagles,rvalue,1
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Alex Noren,1,Birdies,rvalue,4
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Alex Noren,2,Birdies,rvalue,4
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Alex Noren,1,Pars,rvalue,12
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Alex Noren,2,Pars,rvalue,5
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Alex Noren,1,Bogeys,rvalue,2
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Alex Noren,2,Bogeys,rvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Alex Noren,1,Doubles,rvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Alex Noren,2,Doubles,rvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Alex Noren,1,Other,rvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Alex Noren,2,Other,rvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Alex Noren,1,Scrambling,rvalue,0.6667
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Alex Noren,2,Scrambling,rvalue,1
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Alex Noren,1,Penalties,rvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Alex Noren,2,Penalties,rvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Alex Noren,1,Driving Distance Avg,rvalue,311.5
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Alex Noren,2,Driving Distance Avg,rvalue,291
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Alex Noren,1,Fairways Hit,rvalue,0.8462
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Alex Noren,2,Fairways Hit,rvalue,1
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Alex Noren,1,Fairway Opportunities,rvalue,13
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Alex Noren,2,Fairway Opportunities,rvalue,8
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Alex Noren,1,Longest Drive,rvalue,340
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Alex Noren,2,Longest Drive,rvalue,305
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Alex Noren,1,GIR,rvalue,0.6667
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Alex Noren,2,GIR,rvalue,0.9
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Alex Noren,1,GIR Opportunities,rvalue,18
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Alex Noren,2,GIR Opportunities,rvalue,10
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Alex Noren,1,Sand Saves,rvalue,0.5
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Alex Noren,2,Sand Saves,rvalue,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Alex Noren,1,Sand Saves Opportunities,rvalue,2
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Alex Noren,2,Sand Saves Opportunities,rvalue,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Alex Noren,1,Average Putts - GIR,rvalue,1.833
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Alex Noren,2,Average Putts - GIR,rvalue,1.444
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Alex Noren,1,Total Putts - GIR,rvalue,22
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Alex Noren,2,Total Putts - GIR,rvalue,13
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Alex Noren,1,Putts Per Round,rvalue,29
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Alex Noren,2,Putts Per Round,rvalue,25.2
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Alex Noren,1,SG: Putting,rvalue,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Alex Noren,2,SG: Putting,rvalue,3.384
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Alex Noren,1,SG: Around-the-Green,rvalue,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Alex Noren,2,SG: Around-the-Green,rvalue,0.559
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Alex Noren,1,SG: Approach-the-Green,rvalue,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Alex Noren,2,SG: Approach-the-Green,rvalue,0.477
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Alex Noren,1,SG: Off-the-Tee,rvalue,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Alex Noren,2,SG: Off-the-Tee,rvalue,0.915
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Alex Noren,1,SG: Tee-to-Green,rvalue,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Alex Noren,2,SG: Tee-to-Green,rvalue,1.484
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Alex Noren,1,SG: Total,rvalue,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Alex Noren,2,SG: Total,rvalue,4.868
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Brandon Wu,1,Eagles,rvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Brandon Wu,2,Eagles,rvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Brandon Wu,1,Birdies,rvalue,4
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Brandon Wu,2,Birdies,rvalue,5
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Brandon Wu,1,Pars,rvalue,13
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Brandon Wu,2,Pars,rvalue,3
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Brandon Wu,1,Bogeys,rvalue,1
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Brandon Wu,2,Bogeys,rvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Brandon Wu,1,Doubles,rvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Brandon Wu,2,Doubles,rvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Brandon Wu,1,Other,rvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Brandon Wu,2,Other,rvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Brandon Wu,1,Scrambling,rvalue,0.875
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Brandon Wu,2,Scrambling,rvalue,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Brandon Wu,1,Penalties,rvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Brandon Wu,2,Penalties,rvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Brandon Wu,1,Driving Distance Avg,rvalue,294.5
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Brandon Wu,2,Driving Distance Avg,rvalue,304
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Brandon Wu,1,Fairways Hit,rvalue,0.7143
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Brandon Wu,2,Fairways Hit,rvalue,0.8333
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Brandon Wu,1,Fairway Opportunities,rvalue,14
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Brandon Wu,2,Fairway Opportunities,rvalue,6
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Brandon Wu,1,Longest Drive,rvalue,308
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Brandon Wu,2,Longest Drive,rvalue,304
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Brandon Wu,1,GIR,rvalue,0.5556
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Brandon Wu,2,GIR,rvalue,1
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Brandon Wu,1,GIR Opportunities,rvalue,18
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Brandon Wu,2,GIR Opportunities,rvalue,8
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Brandon Wu,1,Sand Saves,rvalue,0.5
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Brandon Wu,2,Sand Saves,rvalue,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Brandon Wu,1,Sand Saves Opportunities,rvalue,2
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Brandon Wu,2,Sand Saves Opportunities,rvalue,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Brandon Wu,1,Average Putts - GIR,rvalue,1.6
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Brandon Wu,2,Average Putts - GIR,rvalue,1.5
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Brandon Wu,1,Total Putts - GIR,rvalue,16
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Brandon Wu,2,Total Putts - GIR,rvalue,12
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Brandon Wu,1,Putts Per Round,rvalue,23
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Brandon Wu,2,Putts Per Round,rvalue,27
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Brandon Wu,1,SG: Putting,rvalue,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Brandon Wu,2,SG: Putting,rvalue,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Brandon Wu,1,SG: Around-the-Green,rvalue,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Brandon Wu,2,SG: Around-the-Green,rvalue,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Brandon Wu,1,SG: Approach-the-Green,rvalue,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Brandon Wu,2,SG: Approach-the-Green,rvalue,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Brandon Wu,1,SG: Off-the-Tee,rvalue,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Brandon Wu,2,SG: Off-the-Tee,rvalue,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Brandon Wu,1,SG: Tee-to-Green,rvalue,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Brandon Wu,2,SG: Tee-to-Green,rvalue,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Brandon Wu,1,SG: Total,rvalue,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Brandon Wu,2,SG: Total,rvalue,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Patrick Cantlay,1,Eagles,rvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Patrick Cantlay,2,Eagles,rvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Patrick Cantlay,1,Birdies,rvalue,9
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Patrick Cantlay,2,Birdies,rvalue,2
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Patrick Cantlay,1,Pars,rvalue,6
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Patrick Cantlay,2,Pars,rvalue,3
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Patrick Cantlay,1,Bogeys,rvalue,3
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Patrick Cantlay,2,Bogeys,rvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Patrick Cantlay,1,Doubles,rvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Patrick Cantlay,2,Doubles,rvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Patrick Cantlay,1,Other,rvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Patrick Cantlay,2,Other,rvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Patrick Cantlay,1,Scrambling,rvalue,0.6667
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Patrick Cantlay,2,Scrambling,rvalue,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Patrick Cantlay,1,Penalties,rvalue,1
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Patrick Cantlay,2,Penalties,rvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Patrick Cantlay,1,Driving Distance Avg,rvalue,288.5
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Patrick Cantlay,2,Driving Distance Avg,rvalue,346
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Patrick Cantlay,1,Fairways Hit,rvalue,0.7857
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Patrick Cantlay,2,Fairways Hit,rvalue,1
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Patrick Cantlay,1,Fairway Opportunities,rvalue,14
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Patrick Cantlay,2,Fairway Opportunities,rvalue,3
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Patrick Cantlay,1,Longest Drive,rvalue,289
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Patrick Cantlay,2,Longest Drive,rvalue,346
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Patrick Cantlay,1,GIR,rvalue,0.6667
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Patrick Cantlay,2,GIR,rvalue,1
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Patrick Cantlay,1,GIR Opportunities,rvalue,18
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Patrick Cantlay,2,GIR Opportunities,rvalue,5
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Patrick Cantlay,1,Sand Saves,rvalue,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Patrick Cantlay,2,Sand Saves,rvalue,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Patrick Cantlay,1,Sand Saves Opportunities,rvalue,NA
