season,tour,start_date,end_date,player,round,statistic,measure,value
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Greg Chalmers,1,Longest Drive,tvalue,293
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Greg Chalmers,2,Longest Drive,tvalue,293
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Greg Chalmers,1,GIR,tvalue,0.7826
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Greg Chalmers,2,GIR,tvalue,0.7826
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Greg Chalmers,1,GIR Opportunities,tvalue,23
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Greg Chalmers,2,GIR Opportunities,tvalue,23
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Greg Chalmers,1,Sand Saves,tvalue,0.75
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Greg Chalmers,2,Sand Saves,tvalue,0.75
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Greg Chalmers,1,Sand Saves Opportunities,tvalue,4
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Greg Chalmers,2,Sand Saves Opportunities,tvalue,4
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Greg Chalmers,1,Average Putts - GIR,tvalue,1.667
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Greg Chalmers,2,Average Putts - GIR,tvalue,1.667
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Greg Chalmers,1,Total Putts - GIR,tvalue,30
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Greg Chalmers,2,Total Putts - GIR,tvalue,30
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Greg Chalmers,1,Putts Per Round,tvalue,28.17
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Greg Chalmers,2,Putts Per Round,tvalue,28.17
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Greg Chalmers,1,SG: Putting,tvalue,0.767
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Greg Chalmers,2,SG: Putting,tvalue,0.767
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Greg Chalmers,1,SG: Around-the-Green,tvalue,0.824
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Greg Chalmers,2,SG: Around-the-Green,tvalue,0.824
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Greg Chalmers,1,SG: Approach-the-Green,tvalue,-0.493
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Greg Chalmers,2,SG: Approach-the-Green,tvalue,-0.493
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Greg Chalmers,1,SG: Off-the-Tee,tvalue,0.174
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Greg Chalmers,2,SG: Off-the-Tee,tvalue,0.174
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Greg Chalmers,1,SG: Tee-to-Green,tvalue,0.954
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Greg Chalmers,2,SG: Tee-to-Green,tvalue,0.954
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Greg Chalmers,1,SG: Total,tvalue,1.721
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Greg Chalmers,2,SG: Total,tvalue,1.721
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Phil Mickelson,1,Eagles,tvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Phil Mickelson,2,Eagles,tvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Phil Mickelson,1,Birdies,tvalue,7
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Phil Mickelson,2,Birdies,tvalue,7
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Phil Mickelson,1,Pars,tvalue,13
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Phil Mickelson,2,Pars,tvalue,13
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Phil Mickelson,1,Bogeys,tvalue,1
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Phil Mickelson,2,Bogeys,tvalue,1
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Phil Mickelson,1,Doubles,tvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Phil Mickelson,2,Doubles,tvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Phil Mickelson,1,Other,tvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Phil Mickelson,2,Other,tvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Phil Mickelson,1,Scrambling,tvalue,1
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Phil Mickelson,2,Scrambling,tvalue,1
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Phil Mickelson,1,Penalties,tvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Phil Mickelson,2,Penalties,tvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Phil Mickelson,1,Driving Distance Avg,tvalue,298.3
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Phil Mickelson,2,Driving Distance Avg,tvalue,298.3
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Phil Mickelson,1,Fairways Hit,tvalue,0.6471
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Phil Mickelson,2,Fairways Hit,tvalue,0.6471
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Phil Mickelson,1,Fairway Opportunities,tvalue,17
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Phil Mickelson,2,Fairway Opportunities,tvalue,17
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Phil Mickelson,1,Longest Drive,tvalue,315
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Phil Mickelson,2,Longest Drive,tvalue,315
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Phil Mickelson,1,GIR,tvalue,0.8095
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Phil Mickelson,2,GIR,tvalue,0.8095
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Phil Mickelson,1,GIR Opportunities,tvalue,21
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Phil Mickelson,2,GIR Opportunities,tvalue,21
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Phil Mickelson,1,Sand Saves,tvalue,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Phil Mickelson,2,Sand Saves,tvalue,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Phil Mickelson,1,Sand Saves Opportunities,tvalue,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Phil Mickelson,2,Sand Saves Opportunities,tvalue,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Phil Mickelson,1,Average Putts - GIR,tvalue,1.647
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Phil Mickelson,2,Average Putts - GIR,tvalue,1.647
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Phil Mickelson,1,Total Putts - GIR,tvalue,28
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Phil Mickelson,2,Total Putts - GIR,tvalue,28
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Phil Mickelson,1,Putts Per Round,tvalue,27.43
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Phil Mickelson,2,Putts Per Round,tvalue,27.43
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Phil Mickelson,1,SG: Putting,tvalue,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Phil Mickelson,2,SG: Putting,tvalue,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Phil Mickelson,1,SG: Around-the-Green,tvalue,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Phil Mickelson,2,SG: Around-the-Green,tvalue,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Phil Mickelson,1,SG: Approach-the-Green,tvalue,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Phil Mickelson,2,SG: Approach-the-Green,tvalue,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Phil Mickelson,1,SG: Off-the-Tee,tvalue,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Phil Mickelson,2,SG: Off-the-Tee,tvalue,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Phil Mickelson,1,SG: Tee-to-Green,tvalue,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Phil Mickelson,2,SG: Tee-to-Green,tvalue,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Phil Mickelson,1,SG: Total,tvalue,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Phil Mickelson,2,SG: Total,tvalue,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chase Seiffert,1,Eagles,tvalue,1
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chase Seiffert,2,Eagles,tvalue,1
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chase Seiffert,1,Birdies,tvalue,4
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chase Seiffert,2,Birdies,tvalue,4
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chase Seiffert,1,Pars,tvalue,16
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chase Seiffert,2,Pars,tvalue,16
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chase Seiffert,1,Bogeys,tvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chase Seiffert,2,Bogeys,tvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chase Seiffert,1,Doubles,tvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chase Seiffert,2,Doubles,tvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chase Seiffert,1,Other,tvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chase Seiffert,2,Other,tvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chase Seiffert,1,Scrambling,tvalue,1
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chase Seiffert,2,Scrambling,tvalue,1
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chase Seiffert,1,Penalties,tvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chase Seiffert,2,Penalties,tvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chase Seiffert,1,Driving Distance Avg,tvalue,314.3
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chase Seiffert,2,Driving Distance Avg,tvalue,314.3
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chase Seiffert,1,Fairways Hit,tvalue,0.8125
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chase Seiffert,2,Fairways Hit,tvalue,0.8125
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chase Seiffert,1,Fairway Opportunities,tvalue,16
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chase Seiffert,2,Fairway Opportunities,tvalue,16
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chase Seiffert,1,Longest Drive,tvalue,345
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chase Seiffert,2,Longest Drive,tvalue,345
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chase Seiffert,1,GIR,tvalue,0.8095
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chase Seiffert,2,GIR,tvalue,0.8095
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chase Seiffert,1,GIR Opportunities,tvalue,21
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chase Seiffert,2,GIR Opportunities,tvalue,21
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chase Seiffert,1,Sand Saves,tvalue,1
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chase Seiffert,2,Sand Saves,tvalue,1
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chase Seiffert,1,Sand Saves Opportunities,tvalue,2
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chase Seiffert,2,Sand Saves Opportunities,tvalue,2
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chase Seiffert,1,Average Putts - GIR,tvalue,1.706
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chase Seiffert,2,Average Putts - GIR,tvalue,1.706
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chase Seiffert,1,Total Putts - GIR,tvalue,29
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chase Seiffert,2,Total Putts - GIR,tvalue,29
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chase Seiffert,1,Putts Per Round,tvalue,28.29
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chase Seiffert,2,Putts Per Round,tvalue,28.29
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chase Seiffert,1,SG: Putting,tvalue,1.839
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chase Seiffert,2,SG: Putting,tvalue,1.839
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chase Seiffert,1,SG: Around-the-Green,tvalue,-0.363
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chase Seiffert,2,SG: Around-the-Green,tvalue,-0.363
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chase Seiffert,1,SG: Approach-the-Green,tvalue,3.6
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chase Seiffert,2,SG: Approach-the-Green,tvalue,3.6
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chase Seiffert,1,SG: Off-the-Tee,tvalue,0.866
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chase Seiffert,2,SG: Off-the-Tee,tvalue,0.866
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chase Seiffert,1,SG: Tee-to-Green,tvalue,4.103
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chase Seiffert,2,SG: Tee-to-Green,tvalue,4.103
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chase Seiffert,1,SG: Total,tvalue,5.942
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Chase Seiffert,2,SG: Total,tvalue,5.942
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Justin Suh,1,Eagles,tvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Justin Suh,2,Eagles,tvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Justin Suh,1,Birdies,tvalue,6
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Justin Suh,2,Birdies,tvalue,6
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Justin Suh,1,Pars,tvalue,15
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Justin Suh,2,Pars,tvalue,15
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Justin Suh,1,Bogeys,tvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Justin Suh,2,Bogeys,tvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Justin Suh,1,Doubles,tvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Justin Suh,2,Doubles,tvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Justin Suh,1,Other,tvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Justin Suh,2,Other,tvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Justin Suh,1,Scrambling,tvalue,1
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Justin Suh,2,Scrambling,tvalue,1
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Justin Suh,1,Penalties,tvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Justin Suh,2,Penalties,tvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Justin Suh,1,Driving Distance Avg,tvalue,303
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Justin Suh,2,Driving Distance Avg,tvalue,303
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Justin Suh,1,Fairways Hit,tvalue,0.8235
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Justin Suh,2,Fairways Hit,tvalue,0.8235
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Justin Suh,1,Fairway Opportunities,tvalue,17
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Justin Suh,2,Fairway Opportunities,tvalue,17
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Justin Suh,1,Longest Drive,tvalue,318
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Justin Suh,2,Longest Drive,tvalue,318
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Justin Suh,1,GIR,tvalue,0.8571
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Justin Suh,2,GIR,tvalue,0.8571
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Justin Suh,1,GIR Opportunities,tvalue,21
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Justin Suh,2,GIR Opportunities,tvalue,21
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Justin Suh,1,Sand Saves,tvalue,1
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Justin Suh,2,Sand Saves,tvalue,1
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Justin Suh,1,Sand Saves Opportunities,tvalue,2
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Justin Suh,2,Sand Saves Opportunities,tvalue,2
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Justin Suh,1,Average Putts - GIR,tvalue,1.667
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Justin Suh,2,Average Putts - GIR,tvalue,1.667
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Justin Suh,1,Total Putts - GIR,tvalue,30
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Justin Suh,2,Total Putts - GIR,tvalue,30
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Justin Suh,1,Putts Per Round,tvalue,28.29
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Justin Suh,2,Putts Per Round,tvalue,28.29
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Justin Suh,1,SG: Putting,tvalue,0.66
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Justin Suh,2,SG: Putting,tvalue,0.66
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Justin Suh,1,SG: Around-the-Green,tvalue,0.263
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Justin Suh,2,SG: Around-the-Green,tvalue,0.263
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Justin Suh,1,SG: Approach-the-Green,tvalue,0.914
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Justin Suh,2,SG: Approach-the-Green,tvalue,0.914
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Justin Suh,1,SG: Off-the-Tee,tvalue,-0.496
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Justin Suh,2,SG: Off-the-Tee,tvalue,-0.496
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Justin Suh,1,SG: Tee-to-Green,tvalue,0.883
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Justin Suh,2,SG: Tee-to-Green,tvalue,0.883
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Justin Suh,1,SG: Total,tvalue,1.543
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Justin Suh,2,SG: Total,tvalue,1.543
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Matt Jones,1,Eagles,tvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Matt Jones,2,Eagles,tvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Matt Jones,1,Birdies,tvalue,8
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Matt Jones,2,Birdies,tvalue,8
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Matt Jones,1,Pars,tvalue,17
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Matt Jones,2,Pars,tvalue,17
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Matt Jones,1,Bogeys,tvalue,3
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Matt Jones,2,Bogeys,tvalue,3
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Matt Jones,1,Doubles,tvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Matt Jones,2,Doubles,tvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Matt Jones,1,Other,tvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Matt Jones,2,Other,tvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Matt Jones,1,Scrambling,tvalue,0.6667
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Matt Jones,2,Scrambling,tvalue,0.6667
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Matt Jones,1,Penalties,tvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Matt Jones,2,Penalties,tvalue,0
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Matt Jones,1,Driving Distance Avg,tvalue,285.2
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Matt Jones,2,Driving Distance Avg,tvalue,285.2
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Matt Jones,1,Fairways Hit,tvalue,0.6818
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Matt Jones,2,Fairways Hit,tvalue,0.6818
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Matt Jones,1,Fairway Opportunities,tvalue,22
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Matt Jones,2,Fairway Opportunities,tvalue,22
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Matt Jones,1,Longest Drive,tvalue,309
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Matt Jones,2,Longest Drive,tvalue,309
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Matt Jones,1,GIR,tvalue,0.6786
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Matt Jones,2,GIR,tvalue,0.6786
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Matt Jones,1,GIR Opportunities,tvalue,28
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Matt Jones,2,GIR Opportunities,tvalue,28
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Matt Jones,1,Sand Saves,tvalue,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Matt Jones,2,Sand Saves,tvalue,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Matt Jones,1,Sand Saves Opportunities,tvalue,1
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Matt Jones,2,Sand Saves Opportunities,tvalue,1
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Matt Jones,1,Average Putts - GIR,tvalue,1.632
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Matt Jones,2,Average Putts - GIR,tvalue,1.632
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Matt Jones,1,Total Putts - GIR,tvalue,31
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Matt Jones,2,Total Putts - GIR,tvalue,31
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Matt Jones,1,Putts Per Round,tvalue,26.36
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Matt Jones,2,Putts Per Round,tvalue,26.36
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Matt Jones,1,SG: Putting,tvalue,3.245
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Matt Jones,2,SG: Putting,tvalue,3.245
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Matt Jones,1,SG: Around-the-Green,tvalue,-1.163
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Matt Jones,2,SG: Around-the-Green,tvalue,-1.163
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Matt Jones,1,SG: Approach-the-Green,tvalue,1.129
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Matt Jones,2,SG: Approach-the-Green,tvalue,1.129
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Matt Jones,1,SG: Off-the-Tee,tvalue,0.731
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Matt Jones,2,SG: Off-the-Tee,tvalue,0.731
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Matt Jones,1,SG: Tee-to-Green,tvalue,0.697
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Matt Jones,2,SG: Tee-to-Green,tvalue,0.697
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Matt Jones,1,SG: Total,tvalue,3.942
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Matt Jones,2,SG: Total,tvalue,3.942
